OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
1281dff30e280d5fa69c52d538ca59ab,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,NA,NA,NA
55a40b5e4f26930ef3c1776303379793,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_B_306089,f__Anoxybacillaceae,g__Saccharococcus_294480,s__Saccharococcus caldoxylosilyticus
5601964045985ae2a346275271b65aab,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Sutterella,NA
56d29dbe050c2213a51b6e278209bb96,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales_507929,f__Azospirillaceae_507917,g__Skermanella,NA
76f5d77ce2b8d7de1d4f7e29ffe5eb6f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__COE1 sp000403335
846dcc93fa11abe495960d40c4adf97b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
898ce338fd9c6762c39b769a41bd854a,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__,g__,s__
92a3b6b38b70002aa461929d43afb0d9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H caecimuris
996fde03abf444e0243e71c25f6dea63,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
9a619bd36ea2ba8ef5842acc1c404f5b,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Arcanobacterium_A_386370,s__Arcanobacterium_A_386370 urinimassiliense
abaf48b189e4d1aaaef4a0fe613dd818,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
ad9277c533f40440d95a5a85348526b8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Tissierellales,f__Peptoniphilaceae,g__Murdochiella_225317,s__
adf7c9afcc8a757aa802315068093cba,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Acetivibrionales,f__DSM-8532,g__,s__
b0a7a8b834ba86759cc628cf0a149132,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella bergensis
b3378db7a6a96e7f8aeb8a11c3a4c4e9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,NA
c0bf389357491b3e2cc1c2bf9cb86248,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas sp900066535
c5d33626f9009f6bdf78c059399aee28,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Anaerotignaceae,g__Coprocola,NA
c70eca19c109fc7ece2335216e71a507,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella stercorea
cc53056a42e3abcdfdf9df3db7ad4d83,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella denticola
cff2d94761ea72e4c6b3635a4d4bfe45,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter welbionis
d270c4d5a0ba571d7e1b248bf348d1f0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,s__Angelakisella massiliensis
d54c65abfe636d4c53dc2a258bf3e853,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__
defa9bbfadebe0e2bde1894349dac4dd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Butyricimonas,NA
e6ed209780c1b14abe99d0bc0838d5c0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__Limiplasma,s__Limiplasma merdipullorum
ec8b013250fb503811ad614cabb3dbda,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RFN20,f__CAG-288,g__Scatoplasma,s__
edb792a70d6ad9cdf1670068ba915430,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas_A_859424,s__Porphyromonas_A_859424 sp001552775
08379c17b8a2e6f64cf0487871c7ef38,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia extructa
14885e270a740976861c2e947b34fcd6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,s__Angelakisella massiliensis
149e604b8c4eaed854b8a7380ec2723f,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993521,f__Fusobacteriaceae_993521,g__Fusobacterium_B,s__
1592ea291606f1d1685f5ef3ef9307d8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella stercorea
28b528dc62f59e9dbd220f728d59bf26,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
2c10a7d49acbb326289d8bda86e74bea,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A_184689,s__
3fbbb0a8bf3970fbf1058b0a3d925d3f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,NA,NA
45f8c4c5a940e4f98cd7c6bd36ce4e7a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Tepidimonas,s__Tepidimonas fonticaldi
4981c579ce353886ef73931662fea5e1,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp000435675
4aaa6de4007b9c7449e22a8449524ab0,Unassigned,NA,NA,NA,NA,NA,NA
4defb853658cffe56892d01e4f74c634,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Limenecus,s__Limenecus avicola
58febda2c02d430355bf54c1f9628921,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella sp003477995
657f4e7d75fa9d782974dcac08cac847,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
6bd26485e199acf1dce40de42333b32c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA5905,s__
6c70ed726a23246d3c23e73ed14c6153,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RFN20,f__CAG-288,g__Scatoplasma,s__
6d96d1b6e19509e913581ce716d09f35,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Hydrogeniiclostridium,s__Hydrogeniiclostridium mannosilyticum
7769e066e742c7004298c6a22037f78d,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__Victivallis,s__
7d4f775e4da3b8c77676a629383d5800,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,NA
7d574d31ec696b8d02428e4462fe5a5a,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A succinatutens
8132969f40e84ff25d962c21df157f53,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ethanoligenenaceae,g__,s__
8bb6670d2afbedfcf2ae6be2ea616430,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Mogibacterium,s__Mogibacterium timidum
96f94f618a259515489f4c4decac0f69,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,NA,NA
a96f627806650f498ec3080850ef5b54,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993521,f__Fusobacteriaceae_993521,g__Fusobacterium_C,s__
afd4f366ea11bac32dd6695c639acb1a,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata_1773,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp001563305
b446632a8a55b3f3a95da497cc6dffb0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,NA
cdb54a763a004d1a44c16bdb8b3dae43,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus iners
d05003714a4814d7a2f609a8a3034578,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
d2419d52782acf4335a0166f615284a2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
dde3cab4f67170a1abd07d09ad1f5d32,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__
de9876f10fdd5986aa1eb8a8454c928d,d__Bacteria,NA,NA,NA,NA,NA,NA
f5e6a99211753b753de06a7a397582f1,d__Bacteria,NA,NA,NA,NA,NA,NA
f818992e2373ed805e8d2888164047a3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_B_650451,NA
f96b3cdae076199404b1fa795333fbdd,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,NA
ff6a1a59ac7ce80d358b3a2a60112c35,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Ventrisoma,s__Ventrisoma faecale
058f863f46080bd8447a63155af095fc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
0ab601a16f4014889c4258ac22211ff5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__UBA644,g__UBA644,s__UBA644 sp002299265
10b841456150ed0fd1db7159bea33075,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,NA,NA
165191f56d6daf9878d9b8db45177655,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,NA
22d8bc64d2ca042a8de1eb764797a1a2,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Synergistes,s__
255199fe9155c38592469f45db056537,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Christensenellaceae,g__Christensenella,s__Christensenella hongkongensis
2613b4b2d006dd9bc1b9dc8904a3f766,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Luxibacter,s__
371d343acc6da61168da1427ab0a0d0b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__UMGS1994,s__UMGS1994 sp900553945
3ee604dfa7ad53c03689042312f739b2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 sp900291465
4040d9180b47a03bc582e9c240307306,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Mesosutterella,NA
41f8c7151315c47ea2572a0490770883,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,NA
4d2bcdbff73694d15abede688febadd1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus bifermentans
5631b302b57ede8896a3fa736f20f29d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__MD308,s__
5ced8d13fe6d07bb50320b55fa981b55,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter sp000403435
60bbc3d6d5b02afedbfa2ed1d5c3cfa4,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
6424b515572ba4888d5df4d898783859,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Burkholderia,NA
6d149ba285b8c439796067acdd25aeeb,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
6e2d8a4dc9fb4ea123accb37580db227,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,NA
819c6e03d09e69cad3561d3ad31f93f2,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalibaculum,s__
85eda3578e7b4194445f6df83547bea4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Pasteurellaceae,NA,NA
88ed99a2e1744bf6bb47f84adbf83806,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__
9defd5386ba1b0bfdded57f0f9dec43b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__
a14bd3df281cc2a8a53e03507f939473,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp002493045
aca92c0342b08b4f56e2ebfc0e8ce367,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae,g__Nosocomiicoccus,NA
ba3f511a6372cca5e9a3e33d800869c8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Anaerobiospirillum_A,s__Anaerobiospirillum_A thomasii
be1f39f7684863380c4fbbceead32ca2,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus_B,s__Deinococcus_B radiomollis
bee00af3c0a2e737327bce27ab10ec5e,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Ellagibacter,s__Ellagibacter isourolithinifaciens
c923871a9d169afa5913cad5ce7796ff,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,NA
cd3670458002b2e6409a309eed885c86,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251365
ce9e1432d04132043fb2f5eedc798859,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
cf3f2277bf150d265aea6b59a2181720,d__Bacteria,p__Patescibacteria,NA,NA,NA,NA,NA
eb828d020b6e5d769ae5416e6267b698,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__
edbdd67366bbfa12f4085a8ceb5eb351,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia aeria
ffea9d8326b751c0dd973ff3a1647aba,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
08d46ca94c2a4094a9130a95fea82bfa,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Cellulosilyticaceae,NA,NA
0cb3ec0549c4d3a2da149c517493d372,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia intestinalis
18fe2a198733f3a586125fea04175b49,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
1caf2c0ba651900904cafdb6c9eb89a1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis
1cc4790148df80b48efaac43a2d56278,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Rubinisphaera,s__Rubinisphaera italica
2047776a5d8cd72e367736533a0614ec,Unassigned,NA,NA,NA,NA,NA,NA
235cd459aeb7f9a77b4ea40aee39a0a1,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae_29158,g__Chroogloeocystis,NA
274056685f4be3aa882ecedcc70adaf5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871400,s__Alistipes_A_871400 sp002362235
36956dc16fc9f7e44c5a5f2434f2e494,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia polynesiensis
36c153cfaa6e849e22b72cb801066f03,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,NA,NA
458a2824a90529343e31a3caf21ed8dd,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__
4d1ea77cacbd14e18d1791cfe42ae2ce,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Microbacter,s__
50e5322f4ca2758016f444daad3be36d,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,NA
537ddc65daa0147b6fd617b76a83c106,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__
630c0bcd813fc302183023f2806b049a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__SFMI01,NA
63d45c0717710124fad3239e7f4f14f3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__,s__
63fbdef992c81babacf5fbf0ff2e7873,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__UBA4334 sp900316505
6c00642a0e512f4c6e427ff9cf357af4,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter sp000403435
70d7a0bdaa4adf137d65fd1d2f94e2a3,d__Bacteria,p__Firmicutes_B_370539,c__Dehalobacteriia,o__Dehalobacteriales,f__Dehalobacteriaceae,g__,s__
72ce7344042e60886562d1544e7d5c0e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
76b77c9512836ed8224ea626f50e3f97,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Macrococcus_B,NA
8e199b08558091b750bbc978e8c676be,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Limenecus,s__Limenecus avicola
9f3a3b10da803afb3beeb3302dbcfbd7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
a93ca6146b7ca7a3e30dbafe282c93fe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium otitidis
af44a19c8958ce646b9a6d83d3e1cbed,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Crocinitomicaceae,NA,NA
b730655a36db19d19aa0fe53e4e1c451,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,NA,NA,NA
c6ee791d40975af3a7a0edd91e170b0e,d__Bacteria,NA,NA,NA,NA,NA,NA
c7fb3d366a2d27cc69f28734a33a489d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
c8185b43be60c0306d0963c0883256b5,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__,s__
d3a1bb4829c0aba305268422b7481c5c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium asaccharolyticum
d3feae61b8fc3d130d2d605ecffc8fb2,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__Helicobacter_D ganmani
d6ded7442451e22f34eb308a9b643167,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__,s__
e5dfe00079f298f6c5907b4b77e28b85,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
e9857d7fd11fb422304cccf30345a370,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,g__Frischella,s__Frischella perrara
f1cd6beefc16304ed187dc5955894f41,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
03392913dc5d30c060ac9db5b77c791b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA737,s__UBA737 sp900547445
0deec00c15542bfd8d9594f9a4470094,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
1714d6ef61aba46a72c7312f0cfcf060,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia cardiffensis
2d0f76326d0ec34f2e5154f4df5356dd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 barnesiae
3dd589b8b777f9ca881cad74f2dda767,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_T,s__Clostridium_T thermobutyricum_207060
626a786f5a6955897d8a90be2469cf37,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__Avispirillum,s__Avispirillum sp011957885
695f6f43e40b46701e0a8371d24eb3f8,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__UBA1829,g__UBA1732,s__
6adbdf4ef906dcf2f01fcf0cb2042a5e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__Paludicola psychrotolerans
6bfd9d1325591b29faf2ad6d3ed902bb,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
6d7fcaa17e435d15e1f77fa30e6a175d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__UBA3402 sp003478355
821f41a7282e6bb21a9a11e3eb1c351b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Pseudobutyricicoccus,s__Pseudobutyricicoccus sp003477405
8236904c81ea7a5c1a16e36ddd7335f4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,s__Hymenobacter soli
9c2e8d7a23252dccf8ab1da3b703f202,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella buccae
9d068c9848b2fffa812c95de90506205,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__Lawsonibacter asaccharolyticus
a341b7bbfc9a26018cad1b20f0a8ab18,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,NA
a3f506a4b7a58ae0a5a7db7ecc82cfbe,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__Oliverpabstia faecicola
b0280636986061bafdfccc47f2e3db51,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Catenibacterium,NA
b0887a57eafb75c932c26969100b884f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__
c30fb8c83a51427cfd1130de9ea28123,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__
c69291ee7f45a183049460d79b52b7b6,d__Bacteria,NA,NA,NA,NA,NA,NA
cc0139da42ff59e5d55a685a9399fb5e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
d5c67e78811ae40d0d438510eb9fe209,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,NA
e1b825424f357ec3b4256282ba360e04,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp011958665
e51d0d7cae1dd76673c1345585ea2a4e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA11471,g__UBA11471,s__
e58802ca4821b10fe210ce735829d752,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Caproiciproducens,s__
e8057d041c30953fe657eb0ac5388178,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp002491305
efd6240cfc0a49650dcf0d903800bc06,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-628,s__CAG-628 sp003524085
ffb89bf74719fd1007193a724b718b52,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix,s__Kineothrix sp000403275
